"catch_id","fish_type","competitor_id","size","date","time","marshall","bait","location"
27,"Murray Cod",272,69,"2013-03-16 00:00:00","1899-12-30 16:30:00","Simon Ettershank","Lure","7km"
28,"Yellowbelly",308,32.5,"2013-03-16 00:00:00","1899-12-30 17:10:00","Simon Ettershank","Shrimp","7km"
29,"Yellowbelly",221,32,"2013-03-16 00:00:00","1899-12-30 08:31:00","Matthew Webb","Worms","12km"
30,"Yellowbelly",70,38,"2013-03-16 00:00:00","1899-12-30 10:12:00","Josh Morrow","Worms/Shrimp","9km"
31,"Yellowbelly",221,43,"2013-03-16 00:00:00","1899-12-30 10:28:00","Josh Morrow","Worms","10km"
32,"Yellowbelly",170,43.5,"2013-03-16 00:00:00","1899-12-30 10:41:00","Josh Morrow","Shrimp","11km"
33,"Yellowbelly",70,32,"2013-03-16 00:00:00","1899-12-30 11:15:00","Josh Morrow","Shrimp","9km"
34,"Yellowbelly",28,32,"2013-03-16 00:00:00","1899-12-30 11:37:00","Josh Morrow","Shrimp","11km"
35,"Yellowbelly",173,33,"2013-03-16 00:00:00","1899-12-30 11:50:00","Josh Morrow","Shrimp","11km"
36,"Yellowbelly",164,35,"2013-03-16 00:00:00","1899-12-30 12:53:00","Brent McKnight","Worms","11km"
38,"Yellowbelly",165,31.5,"2013-03-16 00:00:00","1899-12-30 13:18:00","Tim Millard","Worms","11km"
39,"Yellowbelly",27,30,"2013-03-16 00:00:00","1899-12-30 13:30:00","Brent McKnight","Shrimp","12km"
40,"Carp",248,61,"2013-03-16 00:00:00","1899-12-30 13:47:00","Brent McKnight","Grub","11km"
41,"Yellowbelly",115,34.5,"2013-03-16 00:00:00","1899-12-30 14:21:00","Brent McKnight","Worms","11km"
42,"Yellowbelly",115,41,"2013-03-16 00:00:00","1899-12-30 14:55:00","Brent McKnight","Worms","11km"
43,"Carp",47,63,"2013-03-16 00:00:00","1899-12-30 15:06:00","Brent McKnight","Shrimp","12km"
44,"Carp",5,64.5,"2013-03-16 00:00:00","1899-12-30 15:20:00","Rowan McKerrow","Shrimp","10km"
45,"Murray Cod",262,71,"2013-03-16 00:00:00","1899-12-30 16:25:00","Rowan McKerrow","Lure","10km"
46,"Yellowbelly",164,34,"2013-03-16 00:00:00","1899-12-30 16:20:00","Rowan McKerrow","Worms","11km"
47,"Carp",165,67,"2013-03-16 00:00:00","1899-12-30 17:50:00","Rowan McKerrow","Worms","11km"
49,"Yellowbelly",126,32.5,"2013-03-16 00:00:00","1899-12-30 13:50:00","Tim Wren","Yabby","3km"
50,"Murray Cod",63,65,"2013-03-16 00:00:00","1899-12-30 15:15:00","Scott McNeil","Unknown",
52,"Yellowbelly",67,36.5,"2013-03-16 00:00:00","1899-12-30 14:02:00","Scott McNeil","Worms","1km"
53,"Yellowbelly",42,31,"2013-03-16 00:00:00","1899-12-30 08:52:00","Daniel Nethicoate","Shrimp","9km"
54,"Carp",42,50,"2013-03-16 00:00:00","1899-12-30 08:56:00","Daniel Nethicoate","Shrimp","9km"
55,"Yellowbelly",112,35,"2013-03-16 00:00:00","1899-12-30 09:30:00","Daniel Nethicoate","Worms","11km"
56,"Carp",112,52,"2013-03-16 00:00:00","1899-12-30 09:35:00","Daniel Nethicoate","Unknown","11km"
57,"Yellowbelly",28,42,"2013-03-16 00:00:00","1899-12-30 09:48:00","Daniel Nethicoate","Shrimp","11km"
58,"Yellowbelly",42,30,"2013-03-16 00:00:00","1899-12-30 10:05:00","Daniel Nethicoate","Shrimp","9km"
59,"Murray Cod",191,61,"2013-03-16 00:00:00","1899-12-30 12:36:00","Daniel Nethicoate","Lure","7km"
60,"Murray Cod",191,66,"2013-03-16 00:00:00","1899-12-30 13:04:00","Daniel Nethicoate","Lure","7km"
61,"Yellowbelly",138,41,"2013-03-16 00:00:00","1899-12-30 13:30:00","Daniel Nethicoate","Shrimp","9km"
62,"Murray Cod",139,61,"2013-03-16 00:00:00","1899-12-30 15:42:00","Daniel Nethicoate","Lure","5km"
63,"Yellowbelly",221,32,"2013-03-16 00:00:00","1899-12-30 16:03:00","Daniel Nethicoate","Worms","4km"
64,"Yellowbelly",221,32,"2013-03-16 00:00:00","1899-12-30 16:04:00","Daniel Nethicoate","Worms","4km"
65,"Murray Cod",46,64,"2013-03-16 00:00:00","1899-12-30 16:11:00","Daniel Nethicoate","Yabby","5km"
66,"Murray Cod",204,63,"2013-03-16 00:00:00","1899-12-30 16:18:00","Daniel Nethicoate","Yabby","5km"
67,"Yellowbelly",227,31.5,"2013-03-16 00:00:00","1899-12-30 17:59:00","Daniel Nethicoate","Shrimp","3km"
68,"Yellowbelly",138,31,"2013-03-16 00:00:00","1899-12-30 17:59:00","Daniel Nethicoate","Shrimp","4km"
69,"Carp",38,51.5,"2013-03-16 00:00:00",,"Simon Kelly","Balls","6km"
70,"Carp",12,55,"2013-03-16 00:00:00",,"Simon Kelly","Yabby",
71,"Murray Cod",156,66,"2013-03-16 00:00:00",,"Simon Kelly","Grub","5km"
72,"Yellowbelly",234,30,"2013-03-16 00:00:00","1899-12-30 10:30:00","Chris Hunter","Grub","4km"
73,"Yellowbelly",255,32,"2013-03-16 00:00:00","1899-12-30 10:45:00","Chris Hunter","Shrimp","4km"
74,"Yellowbelly",273,42,"2013-03-16 00:00:00","1899-12-30 10:50:00","Chris Hunter","Worms","4km"
76,"Yellowbelly",126,32,"2013-03-16 00:00:00","1899-12-30 13:18:00","Darby Stanton","Shrimp","1km"
77,"Yellowbelly",168,43,"2013-03-16 00:00:00","1899-12-30 13:20:00","Darby Stanton","Lure","6km"
78,"Yellowbelly",126,33,"2013-03-16 00:00:00","1899-12-30 13:30:00","Darby Stanton","Lure","1km"
79,"Yellowbelly",255,47,"2013-03-16 00:00:00","1899-12-30 14:35:00","Darby Stanton","Shrimp","3km"
80,"Murray Cod",177,67,"2013-03-16 00:00:00","1899-12-30 14:50:00","Darby Stanton","Shrimp","3km"
81,"Yellowbelly",108,37.5,"2013-03-16 00:00:00","1899-12-30 14:30:00","Darby Stanton","Shrimp","4km"
82,"Yellowbelly",76,41.5,"2013-03-17 00:00:00","1899-12-30 08:30:00","Scott McNeil","Lure","5km"
83,"Murray Cod",251,65.5,"2013-03-17 00:00:00","1899-12-30 08:40:00","Scott McNeil","Cheese","5km"
84,"Murray Cod",63,61,"2013-03-17 00:00:00","1899-12-30 08:45:00","Scott McNeil","Grub","5km"
85,"Yellowbelly",138,41,"2013-03-17 00:00:00","1899-12-30 09:00:00","Scott McNeil","Shrimp","4km"
